,Gene,Nr2c1,Zbtb3,Rad21,Tal1,Atf1,Smc3,Creb3,Tbp,Mxd1,Mxd4,Ctcfl,Dlx5,Crem,Rfx5,Mesp1,Rfx1,Zfp42,Esx1,Hoxd8,Hoxa4,Fev,Rfx2,Etv2,Creb3l4,Rfx4,Hsfy2
103,Kcnk12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6191397112119137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012793390901589699,0.0,0.0,0.0,30.694904248718053,0.0
104,Ube2u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.35187053454093,-60.103636223542914,0.0
105,Inha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31122399496445363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.516281196297733,0.0,0.0,-1.5764394159527348,0.0,0.0
106,Gabpa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Fam181a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3203136770575048,0.0,0.0,0.0,10.091009753106954,0.0,-0.20349006056451271,0.0,0.0,-19.348243253389786,2.1262618224354397,0.0,0.0,-45.902545769164945,-49.37403509687062,0.0
108,Iqcf1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-428.14272716536715,0.0,0.0,0.0,0.0,0.0,4.549506704103823,162.96876252422885,-101.09064126299378,642.5460679628745,0.0,0.0,0.0,-1465.165877596463,0.0
109,Ccdc116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.041017209222442,0.0,0.0,-343.89096863088463,-212.43884828687686,-143.900891950713
110,Tekt1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9801695681087148,0.0,0.0,0.0,-203.23088016110478,0.0,0.0,0.0,-236.56979369351419,-428.6692425966451
111,Syt11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023089046468782667,0.0
112,Rimklb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Creb3l4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.25064844628417,0.0,0.0,0.0,0.0,0.0
114,Atxn10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.080521861797899,0.0
115,Cd3d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Lca5l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5282793101665475,0.0,0.0,-5.858946934626244,-23.47466176333207,0.0
117,Ccdc63,0.0,0.0,0.0,0.0,0.0,148.33954410071715,0.0,0.0,0.0,0.0,0.38004826165524735,-25.960579291186335,0.0,0.0,173.59269510410704,0.0,-6.351909185446814,-10.94829292857136,0.0,0.0,21.674820959103652,0.0,-0.04646421666056032,-270.2222597619194,-195.81244705717137,-160.52196485899464
118,Vax2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Zdhhc4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.310405866496104,0.0,0.0,0.0,0.0,0.0
120,Tfcp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Irak3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Chrne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.236461343295556,0.0,0.0,-72.08570072940199,0.0,0.0
123,Tpgs1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.219134537336558,0.0,0.0,0.0,0.0,0.0,0.7724167749641938,0.0,0.0,0.0,-32.19915021249204,0.0,0.0,0.0,-72.94676896023724,0.0
124,Tdrd6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9191321347645434,0.0,0.0,0.0,-25.384490571691483,0.0
125,Dll3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.470250264388989,0.0,0.0,0.0,-154.6665986221868,0.0,2.7102743593439764,0.0,0.0,-44.11786957012721,-54.78666235547167,0.0,0.0,44.66906364315446,-80.90028396536117,0.0
126,4930562C15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Fam71e1,0.0,0.0,0.0,0.0,750.7397194344319,0.0,0.0,0.0,0.0,0.0,-8.645222153102848,0.0,-549.6320185189097,0.0,-44.23504901638885,0.0,-5.931045482124995,-2.090224617909109,-21.142080495876556,0.0,55.7189530799766,-31.858093681511228,-6.913541962130732,-297.7881285427085,-60.83265982860764,-628.0769085612168
128,Ccdc42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7697736297029136,11.321636432034074,0.0,0.0,0.0,0.0,0.07683374678438774,0.0,-2.3386482968973605,-6.524376694600998,-16.009258757011178,-27.552731961119783,-7.490503611148559,240.76288899361103,-2.4362651914371107,0.0
129,Ybx2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9330049882483857,0.0,0.0,0.0,0.0,0.0,-10.282121233097543,0.0,0.0,0.0,70.99144749189304,0.0,0.0,-225.68070831616814,-58.41414788092188,-291.7277852883556
130,Ccdc184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.381048175876679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.10278674808117,0.0,0.0,0.0,64.66171080123337,0.0
131,Lmnb2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.703742708277055,0.0,0.0,-403.737694707079,0.0,0.0
132,Naa11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8886989701102656,0.0,0.6851647812324032,-10.175004539308683,-17.076126653610146,0.0
133,Klf4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,1700030J22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Sh2d5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.69205287803645,0.0,0.0,0.0,0.0,0.0
136,Akap3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.688051468218881,0.0,0.0,-6.1305528878128595,0.0,0.0
137,Spata19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.92892464469662,0.0,0.0,-1964.345055264958,0.0,0.0
138,Lkaaear1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.499748972770456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.276298963507299,0.0,0.0,-376.7009701326136,-126.86327725875992,0.0
139,Tmc7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2854591873574992,0.0,0.0,0.0,0.0,0.0
140,Catsperd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6276025697568195,0.0,0.0,0.0,6.429290929796201,0.0
141,Dnajb3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.005702722861785,0.0,-384.0562033536548,0.0,-743.6259296144676,0.0,-16.640098416075404,0.0,0.0,0.0,-181.22962434336378,0.0,-58.39813534943149,-80.62326446898953,-826.3829427130153,-291.8795003624825
142,A330070K13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.45261480049277,0.0,0.0,0.0,0.0,1.4833791900683504,23.764239645983277,0.0,0.0,-107.5489538843193,0.0,0.0
143,Ttll6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.180770998477824,0.0,0.0,0.0,0.0,0.0,-5.113994580486927,0.0,0.0,0.0,0.0,0.0
144,Ccdc92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.81438518415161,0.0,0.0,0.0,8.96553615005256,0.0
145,1700069L16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,1700012B09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,1700020D05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,A930018P22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.34640249989895,0.0,0.0,0.0,0.0,0.0,6.92339479820929,0.0,0.0,-424.4194218933168,0.0,0.0
149,Ccdc103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.304384151582521,0.0,0.0,0.0,-0.2606740382432567,0.0,0.0,0.0,0.0,0.0
150,Mas1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.245922938405132,0.0,0.0,0.0,0.0,0.0,-1.8366636864386052,0.0,0.0,0.0,0.0,0.0
151,Pdcd1lg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1756103890041099,0.0,0.0,0.0,3.126128997799882,0.0,0.0,21.990767457332375,0.7464443041036262,0.6643335554648558,-0.0024007399029965675,0.0,0.0,0.0,0.0,0.0
152,Syce3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.525668580872695,0.0,-1658.4476651875375,-121.37443367627007,-138.38554304310532,-143.19856219881265,-9.290148506558474,-222.0535479891104,-19.440743726593325,-347.9263403038369,-8.493935032326501,-103.86603068426162,-16.749836704155218,-455.0388850480804,-1014.0136933492917,-849.5784042985856
153,Dpysl5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0880043744744565,0.0,0.0,0.0,-21.32350168151339,0.0
154,Actl7a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.62365402297365,-36.47481813036339,0.0,0.0,-339.3808132954863,-423.36761055601175
155,Bco2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07748950984506922,0.0,0.0,0.0,0.0,0.0
156,Odf3l1,0.0,0.0,0.0,0.0,-267.67102089244486,0.0,0.0,0.0,0.0,0.0,-21.383533892396777,-46.6253853709952,-378.00707716753004,-6.611759450504369,-83.14774458504382,0.0,-11.938577140665158,-40.92275707505755,-0.06562336611261912,-440.0503646519228,-17.342091536860675,0.0,-6.306326709714763,-696.7494743570967,-1055.5851595266845,-104.73046405924123
157,Glipr1l1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-375.9989481162046,-235.50715090813986
158,Erich2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.88119730553842,0.0,0.0,0.0,110.51647396454328,0.0,-0.42499748760098605,-26.721907231798212,-10.362334327904703,0.0,41.72062330871067,0.0,0.0,-646.4566379836903,-511.449507355791,0.0
159,1700001P01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Stox1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,Gm884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6149613647201242,0.0,0.0
162,Dnaaf1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.075150947910615,0.0,0.0,-84.31152086124915,0.0,0.0,0.0,0.0,0.0
163,Lrrc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8929986169718435,0.0,0.0,0.0,69.85752932315569,0.0,1.694015867965931,0.0,1.246399787218924,-12.124925475140333,17.245025817132163,-4.195155606089126,0.0,-83.15734106876155,-20.696902464135935,-59.61960855262148
164,Dpep3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.40170230226413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.490488463692127,96.91315592627932
165,Rasl2-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Nr2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Lgsn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.185593901300464,0.0
168,Rimbp3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.99698987992063,0.0,0.0,0.0,0.0,0.0,-0.8348390115756104,0.0,0.0,0.0,9.616902975937732,0.0,0.0,-103.00871004116775,-56.88642202195652,0.0
169,4930404N11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,Chn1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.059081296421363,0.0,0.0,0.0,2.1984381655623717,0.0,0.0,0.0,0.0,0.0
171,Lactbl1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5184900161169472,0.0,0.0,0.0,0.0,0.0
172,Shbg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Gml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.463000330779932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.18943600094634,-18.176963242832112,-34.88739676272228,0.0,0.0,0.0,0.0,0.0
174,Clgn,0.0,0.0,0.0,0.0,-60.138653445099195,0.0,0.0,0.0,0.0,0.0,0.0,8.335937986478196,-349.0361464809104,0.0,-146.05764733151958,0.0,-2.3628053839281464,90.71768279584118,-3.50289758246898,-99.16621240114416,-16.43373384576043,0.0,-15.956486505455857,318.41375891904875,-47.55156160954421,-79.09828401070794
175,Ica1l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.597238521725398,0.0,0.0,10.39735439764363,-1.140693834124851,0.0
176,St6galnac2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.46191169321632,0.0,0.0
177,Taf7l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5493632589174521,0.0,0.0,0.0,1.7282576912244678,0.0,0.0,0.0,0.0,0.0
178,Zfp819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-220.3977001273628,0.0,0.0,0.0,0.0,0.0,-41.29780476350642,0.0,0.0,31.45896505157935,0.0,0.0
179,Adam1b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.111245980201357,0.0,0.0,43.26389722261225,0.0,5.577916986888248
180,Mpi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787.7439905061232,0.0,0.0
181,Etv1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Gm9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.4860807313701265,0.0,0.0,0.0,0.0,0.0,0.0,-133.09298835031024,-40.09186022770166,0.0,0.0,0.0,-299.8957664423139,0.0
183,Chrna5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.753421728900976,0.0,0.0,-34.04744848833072,0.0,0.0
184,Tssk1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2911802005856936,-38.512537692555746,-462.99778916820384,0.0,0.0,0.0,-1.25375232042136,0.0,-26.21799479439378,-139.17226510518304,10.207052299494372,0.0,0.0,-398.2711723101336,-358.92663733798673,-282.7279254568195
185,Npas1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.1043336267945945,0.0,233.421462053922,0.0,48.69689278236243,0.0,-2.180653394710996,0.0,1.1195391624492879,0.0,20.065005808335666,0.0,0.0,-156.19011933964535,-36.64499173235436,-79.9549487941109
186,Syngr4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-220.15503997517993,0.0,-98.63209197811803,0.0,-8.319687702377767,-61.867282484365454,-39.59020311826285,-633.4182591623385,-45.187602377383826,0.0,-34.16935992274157,-205.84868140420656,-273.05193709272754,-270.36818816220404
187,Lrrc36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0983598311886515,0.0,0.0,0.0,-33.62697341250846,0.0
188,Nr1h3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Tekt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.729870130494845,0.0,0.0,0.0,0.0,0.0
190,AA467197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-334.1313969746936,0.0,0.0,256.7641901300634,0.0,311.82231715050636
191,Fbp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.23634314989502,0.0,0.0,0.0,0.0,1255.0139399993916
192,Mapk8ip2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.093071260194015,0.0,0.0,0.0,0.0,0.0,1.1416924321645872,0.0,0.0,0.0,-13.03520443352609,0.0,0.0,0.0,-0.00013689724612141852,0.0
193,4933405L10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Bbs2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.393068064876953,0.0
195,Cxxc5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-163.67827550176438,0.0,0.0
196,Gtsf1l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-602.6822530910699,0.0,-1625.5717545166704,0.0,3198.7388543607876,0.0,0.0,-186.53288482407177,3.640000513609006,-385.3487084724553,440.7014373660174,0.0,0.0,-5823.947519440414,-4007.6535810713012,0.0
197,Radil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,Ttll10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.23372351938486,0.5242928571398495,-46.5196513681165,9.650745283638733,0.0,-7.252202269676786,-66.11490615122351,-19.379817887194235,0.0
199,Defb19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.9602232422318,0.0,0.0
200,Fam83e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.397961183957555,0.0,0.0,-145.78367720247957,-82.3938759181494,-115.5248382512635
201,Crem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Fkbpl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.626556634056752,0.0,0.0,0.0,-131.00260743178393,0.0,0.0,0.0,0.0,0.0
203,Ctcf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,Gpr61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7395061970648205,0.0,0.0,27.510706313467804,8.251225347305692,0.0
205,Morn1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.350510564892702,0.0,0.0
206,Pdcl2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-137.22081377680362,-32.36484808085423,-1383.7539065590415,-346.3206600773859,-6.657401857031177,0.0,-1228.7458561434835,-1029.7548784357298,0.0
207,Gsc2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29246645434729657,0.0,0.0,0.0,3.305590996473372,0.0,0.0,0.0,-0.9301948568781208,0.0
208,Clec4b1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002688216349262991,0.0,0.0,163.32311198849848,0.0,0.0
209,Catsperg1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002840775695640013,0.0,0.0,7.464338861363766,8.418370196230125,0.0
210,Tex101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.666951158055471,0.0,-102.26889997134816,0.0,71.91686594352267,0.0,-0.553365613819404,30.768747766088616,-2.667291356469912,22.73523756049352,41.93130970597202,0.0,-0.5181012939137095,-108.39949943588266,0.0,-150.5969947604993
