,Gene,Nr2c1,Zbtb3,Rad21,Tal1,Atf1,Smc3,Creb3,Tbp,Mxd1,Mxd4,Ctcfl,Dlx5,Crem,Rfx5,Mesp1,Rfx1,Zfp42,Esx1,Hoxd8,Hoxa4,Fev,Rfx2,Etv2,Creb3l4,Rfx4,Hsfy2
211,Foxj1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1543654562376238,0.0,0.0
212,2810408A11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,Papolb,0.0,0.0,0.0,0.0,-11.073479535127596,0.0,0.0,0.0,0.0,0.0,0.8274512374882961,0.0,0.0,0.0,9.991463920427458,0.0,0.993106479909372,-2.705265914886647,-1.2898246116045122,-30.305360011577324,0.4559970467295619,0.0,0.0,-74.22395628190912,-78.14802585266456,-65.63905158551024
214,Smad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.766878754460823,0.0,0.0
215,Ace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,Spata3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.278387860872462,17.54773285210265,-54.90112817512989,81.60324308128442,0.0,0.0,0.0,-490.49648044172125,0.0
217,Gata1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,Gm973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.995295231097593,0.0
219,Prkcz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,Pth2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2425203240717697,0.0,81.72927274889967,0.0,0.0,0.0,-0.1297991453598618,0.0,0.0,0.0,7.405631263808347,0.0,0.0,-35.077215547606265,-21.72193404063581,0.0
221,Riiad1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.206444764291344,-39.833001809900885,-170.18534221806533,-540.6659480039513,-74.5460793056961,0.0,0.0,0.0,-1159.2981143154518,0.0
222,Izumo2,0.0,196.2557450665721,-189.3039910819103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-186.2741653835814,-96.78179672296038,0.0,0.0,0.0,0.0,-4.355501807094477,8.856706687863344,32.73141041626772,-665.7041684756942,89.282086411012,0.0,-14.728525745694705,-2162.1477108848235,-1806.0577820685155,-1347.0873250230647
223,Pnmal2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.213877324600744,0.0,0.0,-46.619439060356186,-37.15359151782759,0.0
224,Rnf17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.833352542535146,0.0,-1.8415249016600213,0.7611703407916905,0.0,0.0,1.5768619617995487,0.0,0.0,0.0,0.0,0.0
225,Adad1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5162708503450535,0.0,0.0,0.0,-34.85342921196886,0.0,-5.286319055661254,0.0,0.0,0.0,-16.52226169196483,0.0,-5.728871254552659,-79.326330143703,-20.26439604646472,-56.555993567855886
226,Usp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.07632119706249,-2.651364842516585,0.0
227,Lemd1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.286888552868428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.544355617623658,0.0,0.0,0.0,-19.309887725048693,0.0
228,Tmem89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.81168529470135,0.0,0.0
229,Trim69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.206057420140293,0.0,0.0,0.0,-74.64229303191745,0.0,0.0,-62.727196466828126,0.0,0.0
230,Comp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.177195129282822,0.0,0.0,0.0,-12.784196253618617,0.0
231,4933402J07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,Mybl1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Sh3gl3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5253274677380939,0.0,0.5035749907695702,-3.9220816143150627,0.0,0.0
234,Tmem217,0.0,0.0,0.0,0.0,-241.66344609457383,0.0,0.0,0.0,0.0,0.0,1.9013878285097154,23.273232988705054,-389.4941111800622,0.0,-166.75898648758655,0.0,-7.892435446077588,-0.07238060342169594,-8.375659322828474,-86.49470017990546,-46.98052784276747,0.0,-1.7906898531697883,263.38766087847245,-52.12350364340199,143.16539083146344
235,Shc3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,Mak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.37239674006147,0.0
237,Sox30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013560056451747907,-5.803302737207212,0.0,0.0,0.0,-6.137657528033714,12.479613800209135,27.352411616113674,0.0,-9.672847954417964,2.877667091712165,-1.0235227590073108,0.0,-20.921335930010997,-7.1252699509375335,-19.893147952529322
238,Dynll1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-244.0785907636318,0.0,0.0
239,Map6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.1395522029207985,0.0,0.0,12.706581012850657,2.0209480802165403,0.0
240,Atp8b3,0.0,0.0,0.4323312181041241,0.0,-3.1759177482531116,-43.78179528133214,0.0,-17.17684438240512,0.0,0.0,5.818547772950328,0.0,-115.0238282645483,0.0,-46.27478951931991,-9.673900597467622,-0.36531402127457313,-1.7229287817926688,-2.9153251796784154,-35.22759884436862,-11.279345516129343,-10.461531661311678,-4.666043394083173,-41.00839638547268,-29.615897617094525,-42.4755298657602
241,Ccdc113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.73154846552146,0.0
242,Fer1l5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5164378791794261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8759500620468126,0.0,0.0
243,Mesp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,Defb36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2416432984491439,0.0,0.0,0.0,67.98043987359034,0.0,0.3940764041507038,0.0,0.0,0.0,29.301270102599364,0.0,0.0,0.0,-42.267310635056745,0.0
245,Tcp11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1430804635155645,-35.82416338284361,-106.33220947256812,-290.70533421301786,-68.40160206929943,0.0,16.153708738200823,-203.60198898543325,-41.67329165999304,-177.78411096579663
246,Spin2d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.042544662525753,0.0,0.0,0.0,0.0,0.0
247,Ddx43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,Spesp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2082858840065387,0.0,-703.2544012362229,0.0,-227.19803591309844,0.0,-0.7256631169437411,63.221172499723494,-41.9914865491404,-429.35217358774906,-104.03971552699115,-36.86478786660027,0.0344544184124654,-144.44320650516158,-237.4709245159796,-51.58591787422435
249,Spns3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,1700018B08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,Ypel1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.277448552028286,0.0,0.0,0.0,0.0,0.0
252,1700029P11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,Eqtn,0.0,0.0,0.0,0.0,-60.390678575011634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-392.7113451011726,0.0,262.3307646997644,0.0,0.0,-50.446430601967585,-9.785031296317255,-170.82916933240463,0.0,0.0,-8.970220813636367,-1163.9446438772582,-790.1464796860498,0.0
254,Spata9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.626189406067842,0.0,0.0,0.0,-34.30316403999344,0.0,2.318728978075007,-26.45966919326377,0.0,-41.86854849835955,-26.614375788992444,0.0,1.3153678962945148,-379.77795846948317,-745.550704180098,-164.2768562905585
255,Efcab10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4350.106545455922,0.0,0.0,0.0,-6.202794799628499,0.0,0.0,0.0,-327.68972107200557,-103.55253567548853,0.0,-374.39847282650123,-1607.8549247996095,82.78835111819161
256,Ribc2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.711461606277963,-1.154990549371674,0.0,0.0,-34.294919997646645,0.0,-9.606974568840878,-37.985541869385905,-3.0409847057832047,-82.42955586074397,4.676688532851553,0.0,33.71396499417371,-31.277127218173415,31.77994000517648,0.0
257,Tex19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48335899286402456,0.0,0.0,0.0,-10.721815058802939,0.0,0.37559942647543026,0.0,0.0,0.0,-0.7981849291393099,0.0,0.0,0.0,0.0,0.0
258,Brdt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.513834431394743,0.0,0.0,0.0,0.0,0.0
259,Rnf151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-259.0014799613759,-546.2666490375573,-1930.9355409350003,0.0,1202.769373245761,0.0,-3.7064695043794256,-246.79614083267748,0.0,-278.5972126014778,493.49196049000324,0.0,-20.962752986517945,-5801.9024051145325,-3838.268316515943,-3403.196331315559
260,Asb17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.16135914484236,122.22589909367586,0.0,0.0,0.0,-528.6448735703889,0.0
261,Hoxa4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6042194524998393,0.0,0.0,0.0,-5.484391276587974,0.0,-0.1750076159502627,0.0,-0.30103971506942917,0.0,-11.28341842130972,0.0,-0.19515894990816182,-33.52626021606034,-47.66890208867686,-17.0047630497309
262,Ppp1r32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-278.21500392195225,-234.07893541460973,0.0
263,Ttll9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.145505621110799,0.0,0.0,0.0,110.11344025429177,0.0,-3.5239895261974823,0.0,-6.402591161092596,-151.23836425249053,30.269729170665943,0.0,-4.80455590110407,-495.2085364615947,-387.06049608369733,-252.6086616892701
264,Adam32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-105.06733628529649,0.0,0.0,0.0,0.0,0.0
265,Phyhipl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9756548418537134,3.1299625943259897,0.0,0.0,0.0,0.0,-2.872708425584252,0.0,0.0,0.0,-10.43532115733616,0.0,0.0,-44.80029952299682,-16.141736339056227,0.0
266,1700021F07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,Tmprss12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3313486294136639,0.0,0.0,-2.183060322780055,-11.643574405130522,0.0,0.2801687146038702,-2.47291282210818,-3.120245686075734,9.245360657706035,0.5123762258968361,0.0,-0.7496724661531348,0.0,19.84216959174009,0.0
268,Tbp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,Gpr137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.59647304037301,0.0
270,Kctd19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.542754120469278,0.0,0.0,0.0,-194.26977602188745,0.0,-0.011130273689663982,0.0,0.0,0.0,-43.888097268159875,0.0,0.0,0.0,-21.841565359937352,0.0
271,Aknad1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.412157498032556,0.0
272,Tmem247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-477.5324238241252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.22769170995392,0.0,0.0,-1724.4106479833727,-2322.591519160696,-206.83539766749462
273,Tepp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.735386748939817,135.44110975524114,0.0,0.0,0.0,-505.47003270288207,0.0
274,Art5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.73655504032037,0.0,0.0,0.0,0.0,0.0
275,Znrf4,0.0,279.16193478169896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-602.8590217944812,0.0,0.0,0.0,1431.2141802880135,0.0,-22.65741735486801,0.0,0.0,-581.15445031937,280.27473677144565,0.0,-53.30470913690354,0.0,-3373.069078588555,-2382.1045259032026
276,Mlc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6072025113616933,0.0,0.0,0.0,-3.6694820052724424,0.0
277,Gm17660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.950780235581508,0.0
278,Foxo1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,Egr4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,Rasal1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6855308018282433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.271727001444434,0.0,0.0,-6.691393232240127,-14.008359788116966,0.0
281,Ces5a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6797484044787432,0.0,0.0,0.0,0.0,-0.7609797620637436,0.0,0.0,0.0,4.5190242829516185,0.0,0.0,0.0,0.8887892967978944,0.0
282,Spats1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,Pbx4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.56130653467814,0.0,0.0,0.0,0.0,0.0,-10.567713855789899,0.0,0.0,0.0,-20.573186513736587,0.0,0.0,0.0,4.727450415779204,0.0
284,Prok2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.756202444746064,-9.483955460294242,0.0,0.0,-15.790789914069718,0.0,-0.046874236707982485,9.211279828446143,0.0,0.0,1.7770063161469336,0.0,-0.08235791254238023,21.905680035530796,113.22819835033893,5.722531337180712
285,Vstm2l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6432562626319633,0.0,0.0,0.0,6.006025633933546,0.0
286,Trp53tg5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1793899803982126,0.0,0.0,0.0,-17.363128413399064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,Chd5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029637082491401245,0.0,0.0,0.0,0.0,0.0,-0.6900022737935708,0.0,0.0,0.0,3.1141899423191317,0.0,0.0,-14.621826499862738,-0.00011820942247973564,0.0
288,Trim52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.561115930940211,0.0,118.20388964799186,0.0,17.43528513017845,0.0,-2.1264590109393935,-3.5176015017289477,-0.17433215935618568,-3.68231244003028,7.1221518306712985,0.0,0.0,-94.90724219863705,0.0,-48.9533100161873
289,H2-DMb1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,Fev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,Pfn3,0.0,0.0,0.0,0.0,-477.2967837573938,0.0,686.009098896582,704.063957266464,0.0,0.0,-55.64136509272425,-497.94516462532783,6920.95551848294,-26.549142644973024,2991.1128157590892,-168.4534180340621,-73.66364665362768,-169.3728745987111,88.1228983796775,-313.3867125455241,441.75742842672975,-104.2652701214223,-12.213448118286252,-3403.3011384311494,-1198.8348603586526,-2259.938628857662
292,Tmem190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.736144471730704,-351.18438289501205,-1039.6527401528047,-62.43779361790825,1654.8697148921574,-76.36797347480753,-2.7972720367701083,110.82007125881174,-44.174327520569705,-243.97284481415818,328.75939880114606,0.0,-1.1855804170915007,-1559.6569868120087,-497.4489066983729,-1652.9762826478668
293,Ccdc172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.93279624156719,0.0,0.0,0.0,-150.42729278556047,0.0,0.0,0.0,0.0,0.0,-17.71146115244054,0.0,0.0,0.0,0.0,0.0
294,Odf4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-197.16739450283578,0.0,0.0,0.0,-218.1967207642165,0.0
295,4933411K16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,4930524B15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Med16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43918016364598805,0.0,0.0,0.0,-20.55731151128617,0.0
298,Jph4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,Spata21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.2157170683687,0.0,-12.12850341191552,0.0,0.0,-75.86324320408299,128.445002144216,0.0,0.0,-1493.0880769773148,-915.1942355804832,0.0
300,Lrriq4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.976962959627101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.669266490449099,-3.832809615385266,0.0,-70.22961165064261,-169.04662170310573,-39.81540054943069
301,Dmrt3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3676804228556139,0.0,0.0,0.0,-9.329560027637578,0.0
302,Mrpl54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-112.95597047194617,0.0,0.0
303,Hspb9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.58282988606375,0.0,0.0,0.0,-440.70424440157075,0.0,-71.23310147553218,0.0,0.0,0.0,-17.237425653081498,0.0,0.0,-1690.3106167939127,-1462.8942676702109,-906.6461960618683
304,Fam227a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.499832457015379,0.0,0.0,0.0,-5.436121125112731,0.0
305,Ovol2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.9937267226392,0.0,0.0,0.0,0.0,0.0,-1.3658543527832725,0.0,-8.777395752337343,0.0,-11.48861847902461,0.0,0.0,16.753520517145713,0.0,0.0
306,Svop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,Hmgb4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9177.10485648289,0.0,0.0
308,BC048562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2157.20013491626,0.0,-50.56057459122479,0.0,0.0,0.0,343.65777700920995,0.0,0.0,-2940.0679798512438,-970.7332753695524,0.0
309,Agbl4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.785170287891803,0.0,0.0,0.0,-15.438978434055295,0.0,-0.1644911041866126,0.0,0.0,0.0,-0.7352357872310982,0.0,0.0,0.0,6.73455070282221,0.0
310,3110070M22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,Tex22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-101.25456026581345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.01749607617441,0.0,0.0,-597.2379188291519,-874.0410136499803,0.0
312,Ttbk1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,Dlgap3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,Cyth2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.230820903058213,0.0,0.0,0.0,0.0,0.0,-0.8706682809154703,0.0,0.0,0.0,-14.892327046220442,0.0,0.0,0.0,0.0,0.0
315,Pabpc6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.051691022899804,0.0,0.0,0.0,-10.440360261570715,0.0
