,Gene,Zbtb3,Rad21,Npas2,Atf1,Smc3,Creb3,Mxi1,Mxd4,Dlx5,Crem,Rfx5,Mesp1,Rfx1,Esx1,Hoxa4,Rfx2,Etv2,Creb3l4,Rfx4,Hsfy2
275,Slc36a3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-72.34804692218553,0.0,0.0,0.0,0.0,-6.531092567642308,185.0391932536413,0.0,65.61685773252799,0.0,-444.38931203741845,-351.68915079957753
276,Pnma2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,Stk31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.979753814065011,0.0,-0.14071696451948065,0.0,0.0,7.015974453028806,0.0,-7.958804092263439,0.0
278,Etv2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,Cd48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,Dpep3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.422865400969823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6025696179452735,0.0,0.0,-111.71090641715529
281,Prss39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-477.1300923987271,0.0,0.0,0.0,0.0,-2.4705437211452663,-5.576926361729911,0.0,-23.521176872447942,-601.3751368818026,-579.5533808810064,-445.6262736375328
282,Zcchc13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-370.0367150421276,0.0,0.0,0.0
283,Zdbf2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.28503484305669,0.0,0.0
284,Gm13547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-320.32921052949877,0.0
285,Dpysl5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.264197088941392,0.0,0.0,0.0,0.0,0.0,-2.074495625164849,0.0,0.0,-70.97161734958165,-9.497968948827568,0.0
286,Glb1l3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.54469573807195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.9633580354332,0.0
287,Fez1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.138440189779427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.521556105931218,0.0
288,Crem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,4930505A04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,Onecut3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22385469164161576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.526924889552612,-13.047858439205033,6.09080837541397,0.0
291,Actl7a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-147.8142285869729,-145.02602440708145
292,Prss54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.624366153689294,0.0,0.0,-14.76431955535771,0.0,-5.909638855681205,64.66891032077073,0.0,0.0,329.1771497329928,-89.27636635280182,0.0
293,Adam2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,Smc3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,Wfdc3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.58117811191379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,Nanos3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.295869929656172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.047814290026075,-22.407624904761526,0.0
297,Ptgis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,Pacrg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-353.4119217458886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-348.5619865050529,0.0
299,Odf3l1,0.0,-256.10568371056604,0.0,-162.32556177186567,0.0,0.0,0.0,0.0,-3.5069128030756405,-299.19654097401315,0.0,-1.2909836916833006,0.0,-13.41113402882304,216.9275584437663,0.0,128.87492120613277,-192.15520748403267,-226.72224747017046,-220.70637208378074
300,Sppl2c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.73998735085443,0.0,0.0,111.08910586959928,0.0,0.0,0.0,0.0,0.0,0.0,20.472937248676608,0.0
301,Npas2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,Prok2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7290337167761227,0.0,0.0,-9.929388405469826,0.0,6.461529679120457,0.0,0.0,0.0,-1.491993286353177,2.6644082669867903,0.0
303,Cstl1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-892.3634228449089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,Pip5kl1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15265892499723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.14739950383984,0.0
305,Fkbpl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66.32655304549061,0.0,0.0,0.0
306,Ano2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,Ccdc60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82.33118186650414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-304.6216782162246,0.0
308,Asb17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-322.1074958657126,0.0,0.0,0.0,0.0,0.0,-288.0859264103209,0.0,0.0,0.0,-20.35101956279238,0.0
309,Gm4981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.54129450486729,0.0,0.0,7.3644012316693015,0.0,-0.8575004501298229,0.0,0.0,-5.903031384289472,-5.709717165394714,-1.3781687364419295,0.0
310,Myl10,0.0,-73.70414487147868,0.0,0.0,-87.67681730787005,0.0,0.0,0.0,0.0,-146.075591208913,0.0,-90.83163887373776,0.0,-15.640713261862876,101.55577172518709,0.0,133.41204201816663,-156.58840986899673,0.0,-78.35999128724457
311,Ybx2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-240.46856887807328,137.19766719791735,148.84879055362978
312,St6galnac2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-233.72990727522418,0.0,0.0
313,Ube2d2b,0.0,0.0,0.0,0.0,-30.862319065192583,0.0,0.0,0.0,-30.817041658212034,0.0,0.0,0.0,0.0,116.65314589121417,0.0,13.731120621164154,0.0,-974.2190827219927,-18.42647243797141,-103.35559682828567
314,C1qtnf4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,Prdm8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.325673333530866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.28180225561063,-6.772638479294859,0.0
316,Map6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.825200606724735,5.6929879107198635,0.0
317,Nlrp14,0.0,-129.5236191635086,0.0,0.0,0.0,0.0,0.0,0.0,-3.6637103108092632,0.0,0.0,2.7248282204280025,0.0,38.12664835526495,62.80641790937454,0.0,44.79171216133593,-119.67814517457575,-80.55636714713332,-134.4009528499788
318,Cbln1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,Tekt1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-730.6825914656802,-594.0772419102733
320,Pcdha2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,Rundc3a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.423603168460461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2692790894625223,-0.05930459172387582
322,Cst13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,Gabbr2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,Cmtm2b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-741.1659779282106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,Slc25a41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.647939682493466,127.95908589916787,0.0,115.58435107979452,-68.74304639256556,-177.9006326629717,0.0
326,Ccdc63,0.0,0.0,0.0,0.0,-42.16307010590552,0.0,0.0,0.0,-59.431438153803825,0.0,0.0,109.98549670648862,0.0,-6.206302341870198,0.0,0.0,-17.134076177951144,-34.995855332069986,-88.6605860688483,-92.61836073084127
327,Naa11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,Hepacam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.797524339450563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.579665165490155,0.0
329,Shank2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,Ica1l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.469697041637414,0.0,0.0
331,Ube2u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-72.279013725407,0.0,0.0
332,Qrich2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.24085238269251,0.0,9.863176403848337
333,Runx3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,Mok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.850608127984238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.250886272265894,0.0
335,Hils1,0.0,-1181.8710988870623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-137.3524121400266,0.0,0.0,-2777.954805993287,0.0,-4044.6632804172264,-14965.084205122464,0.0,0.0
336,Jakmip3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,Fev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,Efcab10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.390998817641865,0.0,-292.50743950119227,-168.9321864769966,-150.5553813943064
339,Mroh5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,Sohlh2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,4933417A18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,Svop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.034402830401551,0.0,0.0,0.0,0.0,0.0,-6.031092484912646,0.0,0.0,-33.264126185506385,9.881720155119789,5.507421076188683
343,Kcnj9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,Hspb9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3280.8497266563327,0.0,0.0,0.0,0.0,-38.04308104132275,-1407.977142198745,0.0,755.6941295496995
345,Trim17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,Trem1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.105230821099987,-3.5395541338071017,-4.378878480124811
347,Smcp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2989.871779351939,165.86542380535863,603.7829037886702
348,Ubxn10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6447583405314026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.794701243272893,-58.968823785482236,-10.604825296374312,0.0
349,Prss42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7494326142029978,0.0,0.0,0.0,0.0,-13.766964587782978,0.0
350,Rpl10l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.709268664283737,0.0,18.371645004910373,0.0,7.683742942619121,0.0,97.27725029922894,-18.522404658779156,0.0,-197.4083379565413,-136.87327120179094,-153.63502772303744
351,Papolb,0.0,0.0,0.0,0.2210236427180255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.819262881650904,0.0,-16.0467154157368,-27.83826961194287,0.0,-2.165478297531673,-35.43484155288794,0.0,6.6215812787508
352,Tdrd6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,Kcnab3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26085899716464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.173520939393338,0.0
354,Pknox2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.387907127858999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.805020545437685,0.0
355,Hemgn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.52628996355863,0.0,0.0,-498.8666163498993,0.0,0.0,-3034.7998857377806,134.53388161614035,0.0
356,Srcin1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.287297975204221,0.0,0.0,0.0,0.0,0.0,-1.288769055095569,0.0,0.0,-5.147762449260878,-10.680443703970841,0.0
357,Spata20,0.0,0.0,0.0,-257.07062129050735,0.0,0.0,0.0,0.0,-39.02616549629969,-79.34026000136808,-74.65946321506783,315.5669302518956,0.0,-36.841471879277606,-59.84489636606755,-20.879901808491404,-155.62128370930404,-807.8264252910341,-31.96623495700168,-54.20842401473798
358,Klk1b9,0.0,0.0,0.0,0.9718189064756879,0.0,0.0,0.0,0.0,-14.471259062743435,-4.205824979160018,0.0,-102.45685604397421,0.0,0.0,0.0,0.0,0.0,-344.8648401926541,45.34328285168886,26.411333217069988
359,Eva1c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64.85191215178136,0.0,0.0,0.0,0.0,0.0,-42.769055344933975,0.0,-36.78503447831733,-27.180394337822232,-0.2806805080757763,0.0
360,Cabyr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-548.4852222592735,0.0,0.0,0.0,0.0,0.0,763.7207654030714,0.0,0.0,-838.954716069606,-1659.9853131372515,0.0
361,Klk1b27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.69671968004636,0.0,0.0
362,Gm10190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93.33914644402836,0.0,0.0
363,Sftpb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,A630095N17Rik,0.0,-110.31878643073313,0.0,-56.505734856617856,0.0,0.0,0.0,0.0,-22.36148035245904,-133.77362436349023,0.0,0.0,0.0,19.42020532272959,60.768422791784,0.0,31.097097392379435,-2.4885695213300587,-70.53223494343437,-113.54776638508754
365,Chrna5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.381682848818925,0.0,0.0
366,Fscn3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4351984786066523,0.0,0.0,0.0,-145.9726920847902,0.0
367,Pwwp2b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.90289014224291,0.0,0.0
368,Kcnc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,Syt5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.967342991995574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7585112272469106,0.0
370,2810408A11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,Itgae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4305757296947472
372,Rimbp3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8971803024534255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.247448968111485,0.0,0.0
373,Pdcd1lg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.759203896476358,0.0,5.318912967001964,-39.35764297589912,0.0,0.0,0.0,0.0,0.0
374,Sec1,0.0,-196.9560653666223,0.0,0.0,0.0,0.0,0.0,0.0,-4.327159691384913,-92.26121936268147,0.0,85.87118220459618,18.663172178248956,1.3075110630738727,23.06590606060231,0.0,-3.146689340967365,-216.50108446236112,-124.12097190935843,-94.23714500849178
375,Elf4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,Osbp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.69311473777777,-88.42145173924833,0.0,19.77909346892766,0.0,-9.667852529292166,-31.225635176239066,0.0,0.0,-84.09150779121939,-124.71958649929013,-101.58468775404774
377,Aknad1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.700753484812157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.28194592517722,-27.787512967507247,0.0
378,Actrt3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9171940265921911,-0.47759275920384714,0.0,249.41008119965295,0.0,0.0,-331.5036584550011,0.0,-513.0278141083187,-2930.869435444328,-5.441511858311074,-96.72389868118198
379,D1Pas1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.20281178495995,0.0,0.8755775610010221,0.0,0.0,5.467708529737358,0.0,-3.4126390598136758,-1.3482226957452548
380,Chd5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3162964120511598,0.0,0.0,-13.026247052740827,-0.9283353468588567,0.22625606739737553,-4.867818663026677,0.0,-0.08696809107899711,-10.71210060434189,-1.862078749135502,-1.210334872449663
381,Ccdc116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.31202637452361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.9759103186977,-128.72078582257794,0.0
382,Ttll13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,Dydc2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-153.3953238693615,0.0,0.0,0.0,0.0,0.0,-0.9141810610783211,0.0,0.0,1241.2638118183554,-96.95128787226528,0.0
384,Rasal1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9936746063712505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.461363529540829,0.0
385,4930444P10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,Kcnq1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.20802521742423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.50232177431238,0.0
387,Tbx21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.538430560198609,0.0,0.0
388,Ggn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.694037020427783,10.466650189689101
389,Fam187b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.20412091530073,0.0,-28.71501855961241,-135.49582937038062,0.0,-121.92274482485578,-179.2822404700748,27.28731235276944,-6.234311577891044
390,Tssk2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.24553885734334,-536.8245441961955,0.0,-756.0499792541583,-2791.732225327063,0.0,0.0
391,Dnajb3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2771.966661048053,0.0,-72.46602429071109,0.0,0.0,0.0,0.0,-1659.5664135149937,-9257.108853482672,726.1890756323596,0.0
392,Erf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,Tmco5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-300.0775066857962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64.65511285993394,0.0
394,Zfp428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.89784855574972,0.0
395,Diras1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,Lrrc10b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.099916792011529,0.0
397,Cacng4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.863435538328817,0.0
398,Slc6a7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.956562282030288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.223110845277137,10.916390617208032,0.0
399,Dnmt3l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,Spata18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.804369364265991,0.0
401,Fam92b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.242118583131205,0.0,0.0,43.830596076663404,373.7415616600959,-4.2011583248826785,0.0
402,Zbtb3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,Arl9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120.34233487508126,-35.91547148165809,0.0
404,Syt3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,Zfp541,0.0,0.0,0.0,0.0,-18.627794155953172,0.0,0.0,0.0,-7.325749171669975,0.0,0.0,3.89510655041896,0.0,-1.5263182191166522,14.721542847191408,0.0,9.614570712907671,121.48059353085216,-31.53297430524922,0.0
406,Clgn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.184704983654104,-124.89176112373137,0.0,-30.8504043047167,0.0,-2.7912591181343087,35.02609382760763,0.0,52.040040526185855,-158.29991445630623,-69.19002012497478,-71.41254758805466
407,Fam209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3468.8743898799166,0.0,0.0
408,Tbx5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2090494423076752,-4.495958305200468,0.0,12.429950817181014,0.0,-0.2355052438702918,-0.05423880477529533,0.0,-6.012940713350764,-23.76438781710562,-19.894278335020804,-13.430113025814464
409,Arrdc5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1064.9418546020709,0.0,0.0,0.0,0.0,0.0,187.36767381289388,0.0,0.0,-1582.714289512804,-924.3813262079741,-815.5705935295437
410,1700034I23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
