,Gene,Zbtb3,Rad21,Npas2,Atf1,Smc3,Creb3,Mxi1,Mxd4,Dlx5,Crem,Rfx5,Mesp1,Rfx1,Esx1,Hoxa4,Rfx2,Etv2,Creb3l4,Rfx4,Hsfy2
136,Cript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-481.01604589821176,0.0,0.0
137,Tmem247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1463.0841290697579,-620.4797814326254,0.0,0.0,0.0,0.0,-369.62425467749637,0.0,0.0,-4081.6314207857627,0.0,-872.0566671226223
138,Zic5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.871431523048098,0.0,0.0,0.0,-25.17246948842885,0.0
139,Tmem89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2992.948547772066,0.0,0.0
140,Spred3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.812083582085744,1.1510570543364884,0.0
141,Tssk4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-254.91857029805266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.5109120570412,0.0,-210.5299625084007
142,Nanog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Ccdc183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.367077399778665,0.0,0.44818989846507884,0.0,0.0,0.0,0.0,0.0,0.0
144,Syce3,0.0,139.53897076458847,0.0,0.0,0.0,0.0,0.0,0.0,-137.5122732339647,-40.80890052139609,0.0,-916.5798987841004,-120.625351284275,-61.185792642603346,-343.73864052082547,-152.62952381315273,-122.09156654495065,-2503.5431418853404,164.82118522737434,288.86095983748135
145,1110032A03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Rfx2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-96.72432854077478,0.0,0.0
147,Sh3gl3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.11600861593765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.02261665345048,-326.22720792687494,0.0,0.0
148,Vstm2l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Lcp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Lect2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.338069560301677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1779980707406303,-1.7033530020512742,-5.608255561935618,0.0
151,Vav1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Catsper4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.009659765289183,0.0,18.02731012364887,-13.134796065349086,0.0,-17.38790391113203,79.51399652841471,0.0,46.54807051185542,-5.906459762891764,-152.65403919601582,-141.15806408020336
153,Klhl29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,St8sia3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.146574217319985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.536031082171884,0.0
155,Kctd13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8773347461613916,0.0
156,Gapt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.655573001429744,0.0,0.0,158.0637127418248,0.0,-51.05034915539837
157,Odf4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.01156748054348,0.0,-247.59255592780454,0.0
158,Gstt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-485.3865292360381,0.0,0.0,-189.13621042917944,0.0,0.0,-386.7149642475759,0.0,-780.1658879991928,-5829.704779080489,101.92810284559347,-256.815543199599
159,Mael,0.0,-709.9386823179306,-29.022468964000115,0.0,-279.5787010045817,0.0,11.167986657554275,191.13091529978962,-222.5226144355952,-457.18230546866596,-47.192104828312566,472.5720202674986,18.28952325253204,-66.66332151753285,-69.54652503335734,-7.811978625877813,-29.02783566212869,0.0,-513.6761040048756,-520.0513345798153
160,Creb3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,Ankrd61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.092737776690925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-96.26618418290762,0.0,0.0
162,Gtsf1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.1087331231846,0.0,-213.6046074936091,-700.8621223155911,0.0,-1032.9570566545406,-2601.23876067843,-270.22422329902656,-296.05151922027613
163,Ttc34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Gtsf1l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1224.2471918296378,0.0,0.0,-479.28790327916727,0.0,448.7822694241304,-312.3417427249155,0.0,0.0,-4100.683109503497,-380.5959511279309,0.0
165,Rfx5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Rfx1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Grin2b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,Pknox1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Syce1,0.0,0.0,0.0,0.0,-275.6015182287929,0.0,0.0,0.0,-45.18158029299633,0.0,0.0,-94.38102078434905,0.0,-6.8959358385875875,194.67397261189444,-29.102556885184935,426.37618148412815,-490.84171751073416,-219.4887668102674,-262.73859795229237
170,Ly6k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66.35366621087654,0.0,0.0,0.0,0.0,-22.16463980709965,0.0,0.0,0.0,1460.2814853526154,-41.382504743241995,0.0
171,Phf21b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.689352007720483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.188962936427806,0.0
172,Adam3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-109.59573860191051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-219.75150246069177,-763.6049848293654,-140.09488294615943,0.0
173,Pitx2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,Gm136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-98.83030500994013,0.0,0.0,69.84427261989987,0.0,0.0,0.0,0.0,-1125.1862678128548,-4628.310259902315,396.92732403266893,398.927568405117
175,Tex37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5348.376985562347,0.0,251.1129731165902
176,4933402J07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Cd37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.64194234669631,0.0,0.0
178,Dusp15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3795444428100702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.601405904351878,0.0
179,Tmem59l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.61852370362365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7590341091399535,0.0
180,Trim69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-127.16881279926213,0.0,0.0
181,Nsun7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.71693237152127,-11.638757755142318,0.0
182,AA467197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.22836968302617,0.0,0.0
183,Ribc2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.732592433766388,0.0,0.0,-0.06488226210355641,0.0,-5.145606701952125,107.96043725699222,0.0,115.75876130605738,-24.228246393505543,-98.31220707599259,0.0
184,Hoxb3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Tex22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-377.3169498124335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1606.034345214215,-418.86346748917316,0.0
186,Mesp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,Prr22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.552800935467912,0.0,0.0,147.3616354277127,0.0,0.0,0.0
188,Reep6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107.44100202225049,0.0,0.0,0.0,0.0,-37.03491496463449,-107.80195910734697,0.0,0.0
189,Gjd3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.188417736705006,-4.505919048973249,0.0
190,Jph3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,4933411K16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,4930451I11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Plcb2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Pxt1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.046134160638143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.519943335000782,9.262939008087855,12.110978032264123
195,1700001O22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,Tmem217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7239701367952259,2.4123815302839686,0.0,-59.51804361834816,0.0,0.20229115280809543,-57.7605341065601,0.0,-3.631829084691046,265.1895886628182,15.676919542046543,14.624892912591239
197,Dnajc5g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.405138913200767,0.0,0.0,0.0,0.0,-3.8386384194790146,0.0,0.0,-82.87250198304709,0.0,127.09563644797427,78.90405294274413
198,Atf1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,Pth2,0.0,-10.34292155694698,0.0,10.392239646610733,0.0,0.0,0.0,0.0,75.65681459639436,-1.3786562843969519,0.0,-72.55371699688675,0.0,-61.32389411484535,-58.85737088866809,-9.739543842437056,-0.43641404004227385,-53.413273531703595,-6.722562662477561,23.273666714045135
200,Glrp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Ldhal6b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-222.68824886531868,0.0,0.0,-188.54658245084116,0.0,-98.49875128937573,-194.92978280841697,0.0,0.0
202,Tex33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7074.971980639515,0.0,0.0
203,BC049715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.402513793738084,0.0,0.0,45.64824667260204,0.0,0.0,0.0,-103.70986668129783,0.0
204,Fbll1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.610653540780106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1780738295661175,0.0
205,Arhgap30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.053302291766103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.463560747815086,0.0
206,Snai3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,Spns3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,Cd164l2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.822028412775836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.25320587383872,0.0
209,Pdcl2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.84343054799435,16.46509796674558,-135.27972889720272,0.0,-2482.6759758166613,-638.3675311661029,0.0
210,Ccin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2102.2490999641454,0.0,0.0
211,P2rx2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,Iqcf1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1318.6605699419995,0.0,0.0,0.0,0.0,-207.20404389626194,-1404.3589001776527,0.0,0.0,0.0,-308.01554298684067,0.0
213,Rph3a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.926502443665628,0.0,0.0,0.0,17.285840780151208,0.0
214,Fam170b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-472.2476309319046,0.0,-262.73132557883156
215,Gfra4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,Rlbp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,Trp53tg5,0.0,-285.01378917575727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.2893594495581,0.0,-4.581695734175592,-2339.813253797243,0.0,-2612.990846559342,-13420.810494753527,37.369569994980054,232.81986815333082
218,Csrnp3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Ttll10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-105.81468044142478,0.0,0.0,0.0,0.0,-1.4391848238939118,-23.656999308068713,0.0,-30.162887386191343,-162.25781758708024,-211.66923260920126,0.0
220,Prss48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.161620356527013,0.0,0.0,0.0,0.0,0.7535020685584254,-24.86631215283534,0.0,-18.06985231769351,-30.638843935993624,0.0,17.684270348373786
221,Tdrd12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9194627580322378,0.0,0.0,0.0,0.0,0.0,0.0
222,Tcte2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Ttll9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.461568469023863,0.0,0.0,25.881708251807957,0.0,0.0,40.44187205569907,0.0,1.068001213568222,-239.29911576743825,-73.01456740355182,-85.60847289151245
224,Spata3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-142.5715062639346,0.0,0.0,0.0,0.0,-25.26132356434033,-956.0951962896963,0.0,0.0,0.0,29.360438477781713,0.0
225,Fosb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,Tmco2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,1700003E16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,Rtn1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.49353969890029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.643595049908324,0.0
229,Gm9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.44216057317999,0.0,0.0,0.0,0.0,-121.62819109276259,0.0,0.0,0.0,122.02924384293728,0.0
230,Tssk3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1454.0784239909365,0.0,0.0
231,Stox2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,Eqtn,0.0,-963.841077892506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1026.6805274843225,0.0,-10.658273461239466,0.0,-45.28174845117552,411.8642007685016,0.0,502.70751444859746,-293.0391698672598,-696.0268676252615,0.0
233,Mex3d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7016890716094597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,Hoxa6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,Pou2f3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,Fam3b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.410495086150796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.01797396982396,0.0
237,1700003F12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Morn3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-319.13342729967474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-742.7390237527745,-23.47441309333975,-69.31211880857653
239,Zfp37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-150.78942034290466,0.0
240,Atf7ip2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.81031212772902,0.0,0.0
241,1700020D05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,Parvg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,1700001L19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,Dmc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.348546157579654,0.0,0.0,0.0,0.0,0.0,-18.83376996070891,-0.23114947428204244,0.0
245,Gpr62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.290610962560272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.740897012236136,8.058369352636534
246,Necab2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.286385681380377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.25825480912899,-28.82384168393858,0.0
247,Dzip1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41305294025497596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5252893473446453,0.0
248,Pdilt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.55554297426705,0.0,-2.728008070528287,0.0,0.0,0.0,-52.13639075544517,0.0,0.0
249,Ccl27a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2140.849436266233,0.0,0.0
250,Tead2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,Foxs1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,Hormad1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.027333827123851,0.0,0.0,-18.146307526502273,0.0,-0.4128030415072548,0.6201135439009114,0.0,16.173554704389833,0.0,16.384437601710165,0.0
253,Gapdhs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.59254652680945,383.547331769358,0.0,-696.7054317243837,0.0,28.534679360571765,-621.5099809698117,0.0,0.0,-276.4435041964254,582.0825196724694,586.4333833303676
254,Spata31d1b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.618568530314509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-232.66687275460245,-91.3228884085468,-73.51775550810486
255,Lrrc73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0637648464777995,0.0
256,Gsc2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,Zmynd10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.807679593563773,0.0,0.0
258,BC048562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.535303253226406,0.0,0.0,0.0,0.0,0.0,-680.5478298487493,-668.5903889687838,0.0
259,Rgma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-151.0723868822815,0.0,0.0
260,Fam83e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3105977373599264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111.34600188027761,-40.289806120877095,-45.74502735449936
261,Spz1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,Syce1l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.236378556022997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.34961785593871,0.0
263,Gimap3,0.0,-0.648015351068997,0.0,0.0,7.723804693356062,0.0,0.0,0.0,0.0,4.03337160727812,0.0,6.222303898844547,0.0,1.0327042611072013,-1.926096124661361,0.0,-9.954980014638071,-27.5792139338211,1.755359592839667,-0.21232790059253978
264,Tex12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,Ctcfl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,Gm525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.03492565051487,0.0,0.0,22.977246436200794,0.0,0.0,-122.78771382553487,-19.487317202457728,-40.33780029733943
267,Wnt3a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.592531572740105,-0.02652841502863727,0.0
268,Lrrc26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.945552993603522,-55.71217573888512,0.0
269,Adad1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3602352176886777,0.0,0.0,0.0,0.0,0.0,169.77670282317774,0.0,0.0
270,Tex36,0.0,0.0,0.0,-775.3992172312473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9647907260354303,0.0,0.0,0.0,0.0,0.0,131.24871764424677,0.0,0.0
271,Boll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.67018353624231,0.0,5.462420937544769,0.0,0.0,0.0,0.0,0.0,0.0
272,Tmem179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,Fam178b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.44286667533772,0.0,0.0,0.0
274,Nr2e1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
