,Gene,Nr2c1,Zbtb3,Nanog,Pbx4,Npas2,Atf1,Smc3,Creb3,Mxi1,Mybl1,Tbp,Mxd4,Alx1,Crem,Rfx5,Mesp1,Zfp42,Hoxd8,Hoxa4,Fev,Rfx2,Creb3l4,Rfx4
593,Mfsd6l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7458184319965906,0.0,0.0,0.0,0.0,0.0,0.335244179406728,-1.5568596415071698,-17.820929870809262,-5.085854964164718,-2.4336318184666075,0.0,6.746644572066313,26.1385665440881
594,3110070M22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,Cib4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.8097189670886,0.0,0.0,206.5048245193574,0.0,0.0,-119.89228845344368
596,Ddx4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.897757317688544,0.0,0.0,-68.99510154221605,-11.587183447452128,0.0,0.0,5.185741716621027,0.0,-5.431744091267503,-29.57270842329318
597,Ccdc40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9999422096297996,0.0,0.0,0.0
598,Rprml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.16139801060012,0.0,0.0,9.082113618512706,0.0,0.0,-5.08430696168367
599,Pcsk1n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.83572623024539,0.0,0.0,-4.7668236252117415,0.0,0.0,0.0
600,Srms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.352609344175561,0.0,0.0,0.0
601,Kcns1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,Bco2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.917787469941384,0.0,0.0,-4.540361669350507,0.0,0.0,0.0
603,Ptchd3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.064905860297152,0.0,0.0,0.0,0.0,0.0,-69.48305121754935,-48.78129717077012,0.0,0.0,-15.816268795217205,0.0,8.404154344827234,-4.555925726141608
604,Defb19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1422.786329737711,0.0,0.0,-196.15171854627957,0.0,703.6490223692973,0.0
605,Angel1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.21512619127031,0.0,0.0,0.0
606,Mnt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,Klhdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.827699911732836,0.0,0.0,-13.515388419580457,0.0,0.0,0.0
608,Ly9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.3748763354707,-13.42720163239647,0.0,0.0,-4.621864082468414,0.0,0.0,0.0
609,Ecel1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,Mzb1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.312124367817272,0.0,0.0,7.961922143850027,0.0,0.0,0.0
611,Spin2d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.240204785511054,0.0,0.0,-0.007615720616286953,0.0,0.0,0.0
612,Elk3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,Mrpl55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-170.11011339117303,0.0,0.0,0.0,0.0,0.0,0.0
614,Tmprss12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5942826832500545,0.0,-32.58821548302641,-8.296223076095538,37.02519701425294,-37.64507958431671,-13.333506840099567,8.943536519232211,0.0,0.0,-4.839876115290877
615,Ttll9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.65439758728234,0.0,0.0,0.0,0.0,0.0,730.3921834872008,225.7894932011246,-78.68248052635762,598.9177208002039,111.80989142981728,0.0,-40.5981663352016,-92.61188237252654
616,1700012B09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,Spire2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2583207081452603,0.0,0.0,0.0
618,Lkaaear1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.31213976623738,0.0,0.0,74.49903890556386,0.0,0.0,-15.626918449802535
619,Gabpa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,Dusp15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.510659463215736,-0.0028452374764823436,0.0,0.0,-1.121395036257361,0.0,0.0,0.12647103874464613
621,4933411K16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,Med16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.051154191180594,9.237504952620327,0.0,0.0,6.373593922776408,0.0,0.0,-6.336268357673277
623,Lcn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,1110017D15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,4933402J07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,Crem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,Spata33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.49758430399487,0.0,0.0,177.67092439753262,0.0,0.0,0.0
628,Klf2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,Rasl2-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,Fzr1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6768094709320605,0.0
631,Irak3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102.05369003539344,0.0,0.0,0.0,0.0
632,Eid2b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.06466569989712,0.0,0.0,-19.46784953103755,0.0,0.0,0.0
633,Fam217a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.30258112177592,0.0,0.0,0.0,0.0,0.0,0.0
634,Dnajb3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.50631069062044,0.0,-3545.2546496036566,-1869.9773246543132,0.0,0.0,-597.748641291952,0.0,186.90433621860288,-483.2772155523137
635,Nme5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.2637216738565,0.0,0.0,0.0
636,Strn4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1122044745615436,0.0,0.0,1.1953491034947643,0.0,0.0,0.0
637,Prss48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6389271230241067,0.0,0.0,-101.21717093595863,-27.173026625668225,-36.81596278185476,-194.3604886845903,-16.085990634213545,0.0,27.68976089162086,0.0
638,Tmem247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-671.7609838162371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-118.7179687959567,0.0
639,Necab2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.498356394027134,0.0,0.0,-39.26202700346672,-4.331604085183683,0.0,-19.65342353587515,-4.774824452431774,0.0,4.29681905124046,4.20309116926007
640,Adam1b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.231924136759381,0.0,0.0,0.8794352354602027,0.0,-0.11160322925533078,0.0
641,Morn1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.088854663590014,0.0,0.0,-2.6788820118161945,0.0,3.958378157330635,0.0
642,Ypel1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.524719604713724,0.0,0.0,-51.01824419704539,0.0,0.0,0.0
643,Rundc3a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.028123812348872,0.0,0.0,8.171305903882075,0.0,0.0,0.0
644,Epsti1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.27254188095654,-80.65557660214971,0.0,0.0,-21.910695027620285,0.0,0.0,0.0
645,Gm525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.66625303148935,0.0,0.0,-96.77844200184002,36.248564422960996,0.0,-233.11416063806962,2.5848751338846987,0.0,-0.398181744839056,-8.867262183969117
646,Slc26a8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.384554619593384,0.0,0.0,-9.390933427432628,0.0,0.0,0.0
647,Ccdc74a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.53800782517449,0.0,0.0,25.30469860340637,0.0,0.0,0.0
648,Zfp936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,Rnf17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.848964058708375,-0.7065981296094563,0.0,0.0,2.0191324870926532,0.0,0.0,0.0
650,Usp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-97.39488689370967,0.0,66.80928401262194,0.0
651,Wdr93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.34761296751675,44.68169129912371,-102.64808174437937,-82.0245815190839,15.307075772784133,0.0,0.0,0.0
652,Tdrd6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.46863949544138,0.0,0.0,23.565225364982965,0.0,0.0,0.0
653,Irgc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.99274417057853,0.0,0.0,177.35094545595513,0.0,0.0,0.0
654,Fam92b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.426625938073025,19.2152113665315,0.0,0.0,6.05434099491839,0.0,0.0,0.4903489281081047
655,Creb3l4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,Spdya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-172.39128094629848,0.0,0.0,-77.34762465582402,0.0,53.29539859075339,0.0
657,Ccdc65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.4781351605198,0.0,0.0,-9.703065366357276,322.7670698617564,-221.9218395653223,-174.19003293957888,167.74912702850486,0.0,-132.61249507825386,-178.72524585913692
658,Pfn3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.11863799016405,0.0,0.0,20.24285310318224,0.0,0.0,22.512468674261772,0.0,-16.511536732872198,16.914661466778952
659,1700069L16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,Armc2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,Gml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.64526473781339,38.97467414634959,84.7825084793069,-12.674778025980634,0.0,0.0,0.0
662,Igsf11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,Gtf2a1l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1254.4557907733065,-97.61168363881835,-82.4631051923649,0.0,-76.31657921467676,-99.5829044234854,67.13153363327608,-50.10847519650776
664,Ccdc113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-140.80906349881317
665,Syce1,0.0,0.0,-14.469658733174308,0.0,-4.22591160167027,0.0,118.8820885422853,0.0,0.0,-22.39381975847725,0.0,0.0,-173.2154173683909,0.0,0.0,-1005.2101580879391,-44.35345836331119,-299.51841391601425,-1880.3536323187818,-72.63375529029838,-646.6409192589332,25.401213939260852,-413.17022914310985
666,Slc25a31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-317.92753549379785,0.0,0.0,-137.852671297786,0.0,120.42432149904997,8.047503914424446
667,Cep41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.31189896129956,0.0,0.0,0.0
668,Ica1l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.161022710896432,0.0,6.61778130507702,-9.176291979314922
669,Fhl4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-153.69165870979597,0.0,0.0,-94.86885277808985,0.0,0.0,0.0
670,Nsun7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.1847921536369,0.0,0.0,-27.991899114902797,0.0,0.0,-2.250270324896963
671,Hmx1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.051635977616192,-36.486697628272175,0.0,-23.147935653554214,-5.312758766621437,0.0,0.0,-5.102516916498954
672,Taf7l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.880112243010782,0.0,0.0,10.621418357434413,0.0,0.0,0.0
673,Rsph6a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-188.42824213261514,0.0,0.0,-16.3164952687931
674,Pgf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
