,Gene,Nr2c1,Zbtb3,Nanog,Pbx4,Npas2,Atf1,Smc3,Creb3,Mxi1,Mybl1,Tbp,Mxd4,Alx1,Crem,Rfx5,Mesp1,Zfp42,Hoxd8,Hoxa4,Fev,Rfx2,Creb3l4,Rfx4
473,Dnaaf1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.25283112522615,-497.0153856262058,0.0,53.13127024053491,0.0,0.0,0.0
474,Tcf21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,Hnf1b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.760879822280465,0.0,0.0,16.340912187843173,0.0,0.0,7.223126732948185
476,Efcab9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.244233394247864,0.0,0.0,3524.3908332459323,1362.1055644610922,-430.3036681579553,2512.4412813173376,575.0515685097326,0.0,0.0,-291.99106895065466
477,Gng8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.944945537238567,0.0,0.0,0.0
478,1700001O22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,Zbtb42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-94.50703445543756,0.0,0.0,-44.58377294367624,0.0,0.0,0.0
480,Prdx6b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-629.7350706500636,0.0,0.0,-248.1439956837298,0.0,0.0,0.0
481,Tdrd9,0.0,0.0,0.0,0.0,-0.5104883049597722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.52157633257129,-0.5251589905582499,0.0,-5.125407708683022,0.0,0.0,0.0
482,Rxrb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,Pafah1b3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11144553973861322,0.0,0.0,0.0
484,Hemk1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.065093422875247,0.0,0.0,-7.822246529563056,0.0,0.0,0.0
485,Tmem59l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.564393730670936,0.0,0.0,-22.450430485952722,0.0,0.0,-10.014421742206137
486,Tekt3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-490.0813103106054,-36.874960141444596,0.0,-359.9755056701128,-5.673990793521931,0.0,-3.604674427190341,-59.0805773214651
487,Dact1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.35521820719396,0.0,0.0,0.0
488,Gpr62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.82404398674163,0.0,0.0,-15.615865630210271,-31.972872470774295,0.0,-76.6067956386059,-18.188485610700912,0.0,0.0,-14.000784717189097
489,Fam229a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9750.642744857789,2426.941575314359,-791.5427266496448,0.0,1463.9831115886398,0.0,0.0,0.0
490,Tfap2e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,Pcdh12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.989266851797029,0.0
492,Speer4e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.91396405618224,0.0,0.0,202.2064643520965,0.0,0.0,0.0
493,Gata6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,1700008O03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,Cabyr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.76073889421477,0.0,243.46093338755026,86.14770265374234,0.0,0.0,-48.625754606647135
496,Fastk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.52658567698195,0.0,0.0,12.138109078143904,0.0,0.0,0.0
497,Ccdc96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.5371542751911,0.0,0.0,0.0
498,Fbxw10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.685859431384595,0.0,0.0,0.0
499,Ptpn20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.2788405633021,0.0,0.0,-5.726153393183937,0.0,0.0,0.0
500,Spata20,0.0,0.0,0.0,0.0,0.0,-72.3962601479163,0.0,0.0,0.0,0.0,0.0,0.0,-19.359225145073534,-160.6816236993432,0.0,249.4360128420416,53.46907248503194,-39.8657771151181,11.909146292843392,33.28434391164701,-60.58882536467024,-31.2335439918099,-37.278592258438074
501,Rfx4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8308662601273181,0.0,0.0,1.6246044100126609,0.0,-4.419723236992776,0.0
502,Hormad1,-90.1404501307519,129.08840144646558,0.0,0.0,-136.07573194677278,0.0,71.16036937657765,0.0,0.0,-121.5661841843875,-809.8975173328607,0.0,-16.938446588399337,812.4218850811336,151.96723868876308,799.2378178129944,-667.4157003029412,413.2977342741554,-674.3085487255364,-277.5842310302762,541.3629436855882,236.3882225863698,5.154573719202301
503,Sohlh2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,Spata32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.950622417794655,0.0,0.0,0.8464055527322443,0.0,0.0,0.0
505,Qpctl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.487235989512385,0.0,0.0,-14.220570019468191,0.0,0.0,0.0
506,Dpy19l2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66.39007891507761,-0.004828030228186692,-287.2037658960036,-30.39102122998437,-57.20209466255012,22.124242848901385,37.04738514694902
507,Tcea2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.00718537696349,0.0,0.0,-1.1021601436002308,0.0,0.0,0.0
508,Tmem210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.12051345641615,0.0,0.0,-70.95937934374743,-854.7555095561676,-172.81542514896722,3047.712489871689,1126.3095834390206,-295.8810265966993,3533.434654033052,510.2449851775329,-242.09379038107096,-235.13160228989744,-269.391514958593
509,Nanos3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0400276694549491,0.0,0.0,-0.09300431851958979,0.0,0.6712583080212509,-2.194487796440426
510,Prss50,0.0,0.0,0.0,0.0,0.0,0.0,-11.999697447389888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.834936302017598,0.0,0.0,-0.0011018546607680904,0.0,0.0,0.0
511,Rsph9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.4992902738744,0.0,0.0,120.69703042072175,0.0,0.0,0.0
512,Capn11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.990090525692692,0.0,0.0,4.606490059761437,0.0,0.0,0.0
513,Ccdc103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.40224964623923,0.0,0.0,101.97793802651323,0.0,0.0,0.0
514,Ppp1r32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.4719084757467,0.0,0.0,403.128746811404,0.0,0.0,-123.01640910574184
515,Meiob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.98004763330901,0.0,0.0,-7.002809023971203,0.0,0.0,0.0
516,Junb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,Tcf15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07554134476906646,0.0,0.0,1.4155763186864088,0.0,0.0,0.0
518,Cirbp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-133.77939135042047,0.0,0.0,-46.57844302371637,0.0,0.0,0.0
519,Polr2e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.26108300768964,0.0,0.0,0.0
520,Nlrp14,0.0,0.0,0.0,0.0,-6.322323270735602,0.0,0.0,0.0,0.0,-5.2713176913456685,-200.20210722170538,0.0,-91.66603822680125,-10.909536276734839,-62.66837214624675,-261.28426384858795,-33.60224195041217,-19.02582814910613,-395.31238690094347,-47.031747059773636,0.0,22.45460685427283,-64.85979757257616
521,Spata21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.9561341266767,252.43997480431253,0.0,0.0,127.34995523080747,0.0,0.0,-49.98378883206466
522,Henmt1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-156.71456722558136,-72.19906757330203,0.0,0.0,-27.88269787283539,0.0,0.0,0.0
523,Map4k1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.475636746073494,-7.383714004810078,0.0,0.0,-0.3493840258192689,0.0,0.0,0.0
524,Wfdc3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.5993117013365,127.15395246918054,0.0,119.73240001746912,90.2150639853359,0.0,0.0,0.0
525,Tcte2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.503149114020042,0.0,0.0,-11.7947411851871,0.0,0.0,0.0
526,Pgam2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4992.988402034934,-321.7800490709949,0.0,-5337.918273476536,-178.65981579405022,0.0,0.0,0.0
527,Hexim2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.292791608135914,0.0,0.0,0.0
528,A930018P22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-308.89574058175333,-0.051701361637776555,0.0,0.0,-2.1086530158102508,0.0,-23.989335884450853,0.0
529,Arhgef15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.049115617444457,0.0,0.0,0.0
530,Pom121l2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.806862518895557,0.0,0.0,0.0,-48.42472250755122,0.0,0.0,-19.313095210546628,0.0,0.0,-7.440311540748587
531,Katnb1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.528605432841566,0.0,0.0,-14.102002398714774,0.0,0.0,0.0
532,Pdcl2,0.0,0.0,0.0,0.0,0.0,-3420.7988111827344,0.0,0.0,0.0,256.10268676280293,0.0,0.0,-42.999423278599345,0.0,-1727.0583393954958,0.0,3431.9330733705515,-2437.1524892152856,-2007.2387975100323,1232.2232319745187,-4103.845168675255,0.0,-382.0175957833487
533,Rlbp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2574592782764498,-0.5162710693015586
534,Sppl2b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.661929560277487,0.0,0.0,0.0
535,1700018B08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,Clgn,0.0,-66.13101373828822,0.0,0.0,0.0,223.73981514611202,0.0,0.0,0.0,-86.57317744404048,0.0,0.0,-56.82183975361348,-395.5450286891275,0.0,-57.904225240122436,-147.87135370176443,2.9642378624328156,-7.1804599419161805,-29.129977386696087,0.0,-5.572236480400997,-20.505758965908353
537,Spata9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.72631386859126,100.82225506858546,0.0,0.0,46.21681066708255,0.0,0.0,0.0
538,Izumo4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.42825985962907,0.0
539,Prss39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.67577646623342,0.0,0.0,0.0,236.4588532973728,-707.3055655236681,-126.399750661077,45.08991184448651,0.0,0.0,-85.04549485919391
540,Tcfl5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.774930609766582,0.0,0.0,-4.472524077420763,-36.43249042243295,0.0,11.438162532860243,10.363705831260058,-9.248070254689233,-2.2410583163219866,4.339648182586872,0.0,-3.4357104991289167,0.0
541,Smc3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,Spo11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64.74864427779433,0.0,-142.78253009062396,-27.93509151091447,0.0,0.0,1.7560987071647038
543,Tspan17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.735191971834906,0.0,0.0,3.3841153431549404,0.0,0.0,0.0
544,Mapk8ip2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.180984042240007,30.50211848491813,0.0,0.0,13.83647191209261,0.0,0.0,-2.3522769774554897
545,Gpat2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.099837558730957,0.0,0.0,-7.508375703370882,0.0,0.0,0.0
546,1700029P11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,Ccdc155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-127.25365734704836,0.0,0.0,0.0,0.0,0.0,0.0
548,Bcl6b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,Lyzl6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991.0475860917429,302.5594453129626,0.0,0.0,175.2509034748931,0.0,-47.35615483918409,0.0
550,Dkkl1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.60934372497631,0.0,0.0,0.0
551,Slc25a33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,Jph3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.350012420598526,0.0,0.0,2.886816913299488,0.0,-0.8185468888802356,4.449721858274842
553,Tcp11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-851.8399041333204,-81.99872976011697,-8.145280721936933,-867.5150707448632,-61.37924688852139,0.0,-16.116460216367262,-54.36086317606182
554,Dazl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.086824610537193,0.0,0.0,14.859825247534907,0.0,0.0,0.0
555,Galnt3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.67620498631069,0.0,0.0,-14.500334610340403,0.0,0.0,0.0
556,Rpl39l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.01570656484797,0.0,0.0,-1107.954737384378,0.0,0.0,-2410.764648467999,-87.62830100790528,-462.8781122376337,-2418.2653399934966,134.80254577635444,0.0,-618.8799141837205,0.0
557,Gm1673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.41323485809597,0.0,0.0,-24.45597842755586,0.0,0.0,-91.60313201103817
558,Art5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-594.2666629873515,-130.33580318380996,0.0,0.0,-63.89800171765297,0.0,0.0,0.0
559,Hook2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.065777207004395,0.0,0.0,0.0
560,Gm10190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-564.9713357583049,0.0,0.0,-313.2377159216029,0.0,226.84023910582812,0.0
561,Trappc6a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.93597984256897,0.0,0.0,-22.6094920727032,0.0,0.0,0.0
562,Pnoc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.902848486430045,0.0,0.0,-20.568204865471657
563,Slc30a3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.45003110687388,0.0,0.0,-12.21237729489961,0.0,0.0,0.0
564,Myl10,0.0,0.0,0.0,0.0,-1.1721008526782464,0.0,-379.9542356698527,-175.63166187289985,0.0,0.0,0.0,0.0,-180.5158796266592,-551.6896228998459,0.0,2153.1352623348967,40.984923615556625,-97.01105971662312,2255.211624376496,64.57338501660043,0.0,-101.22305094564325,0.0
565,4930432K21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,Prkaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.053414527000555,0.0,0.0,-25.88454703129815,0.0,0.0,0.0
567,Hspb7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,Atp6v1e2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.70892146704774,0.0
569,Ube2u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-109.20469233350133,0.0
570,Cnih2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.31414583697274,0.0,0.0,34.77709987910059,0.0,0.0,0.0
571,Gdf9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.796035692324261,0.0,0.0,-5.75239275936731,0.0,0.0,0.0
572,Sgta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.35449351536259,0.0,0.0,13.46868682522264,0.0,0.0,0.0
573,A630095N17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.909962854908265,0.0,0.0,54.79107684749353,0.0,0.0,26.616763935668235,0.0,-14.390413451552996,0.0
574,Pmis2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3480079881151,0.0,-13.719299050054508,0.0
575,Epcam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.74705663681038,0.0,0.0,-12.056244706633393,0.0,0.0,0.0
576,Ddx43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.470500929807082,0.0,0.0,-4.75835523854266,0.0,0.0,0.0
577,Slc47a2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.02069070540331,-18.468304218306702,0.0,0.0,-5.8553513960076025,0.0,0.0,0.0
578,Dock3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,Gjd3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.981659448494586,0.0,0.0,3.0900318356391185,0.0,-3.7031040704242284,0.0
580,Tulp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.58010129691922,0.0,134.52670981554198,106.47975842538789,0.0,0.0,-59.78599867431295
581,Igbp1b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-187.6277024496609,0.0,0.0,-44.55451041699353,0.0,0.0,0.0
582,Rbm46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-97.42795510377773,0.0,0.0,-34.42976283774777,0.0,0.0,0.0
583,Hdac2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,Smc1b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.449749515503896,0.0,0.0,-1.0069425077518737,0.0,0.0,-72.50477246356593
585,Ndufa13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-124.12363217721877,0.0,0.0,0.0,0.0,0.0,0.0
586,Hsf5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7920974463650146,0.0,18.596147757074725,-194.77912145258196,-57.312103329918926,19.80402076914629,-112.50189674857027,-21.835083011888848,44.77851001240555,12.00872798210271,-1.0094695387711181
587,Ccdc105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.54338827418573,0.0,0.0,-51.85527481829146,-608.9325917179744,0.0,1843.2006582518432,587.8532279418149,-228.71966256108584,604.956339980093,300.3196921288157,-291.7363466432116,-101.75250589561392,-171.83955432670726
588,Ly6g6f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.42567095448574,0.0,0.0,28.829744228639896,0.0,-24.4819386439508,0.0
589,Tdh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.259533912268038,0.0,0.0,5.535146650806952,0.0,0.0,0.0
590,Erich2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.542602773911831,0.0,0.0,-25.071415868270936,101.68616496012184,-120.81539871568022,0.0,56.527320662888535,0.0,0.0,-20.911915781013384
591,Papolb,0.0,0.0,0.0,0.0,0.0,-6.952453455617529,0.0,0.0,0.0,0.0,0.0,0.0,-5.15235094197551,0.0,0.0,-15.88698371635744,-35.219201511189254,23.450709032730355,-43.73987027532952,-3.2604098887242325,0.0,0.0,0.0
592,Clhc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.59629599927155,54.741615967207586,0.0,0.0,38.86745631344712,0.0,-19.980278913452306,0.0
