,Gene,Zbtb3,Rad21,Npas2,Atf1,Smc3,Creb3,Egr3,Mxd1,Mxd4,Dlx5,Alx1,Crem,Rfx5,Mesp1,Rfx1,Esx1,Hoxd8,Hoxa4,Fev,Rfx2,Etv2,Creb3l4,Rfx4,Hsfy2
0,Mxd1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,St6galnac2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-905.6440991836433,-21.618201807348395,0.0
2,Spem1,0.0,0.0,0.0,0.0,0.0,0.0,-67.74206262101558,0.0,0.0,-1.6553047884488974,0.0,0.0,0.0,-879.2574069335794,0.0,401.2197235581081,-79.68211951369635,179.9261870740866,2.5516844104272685,-3.7130799941849455,0.0,-338.4544265700567,-143.46434092926174,0.0
3,Tex21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-528.558619331298,0.0,-9.533373856229119
4,Dazl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056927554460511395,0.0,0.0,0.0,0.0,0.0
5,Erich2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.27287572848238,0.0,-73.89924866702913,23.236894141382553,0.0,0.48308341207912575,0.0,0.0,-411.31268098490216,-122.69352190607606,0.0
6,Nrg3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dock3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Prss52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.1247686847442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5918529796718963,0.0,0.0,0.0,2.1268229325322796,0.0
9,Gpat2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7782410389528347,0.0,0.0,0.0
10,Dzip1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7673448947962411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5886506371559492,0.0
11,Ccdc42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9910809885480891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-118.32804427412172,0.08979405252683949,1.9234994103948961,0.0,-199.28866613543022,-9.72542721399342,0.0
12,Ovol2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021459249515837234,0.0,0.0,-268.4758614096614,0.0,0.0
13,Lrrc27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016647178346400067,0.0,0.0,-97.74396045564121,-108.52912901876887,-168.84977826061507
14,Brsk2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2313218323225534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06056195743672765,0.0,0.0,-6.442177517844566,-2.3089759778406496,-15.179576791466278
15,Tex101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.514753498361394,0.0,19.37097575984413,-3.5968932056197582,0.0,0.009164734458978484,0.0,0.0,-33.06040997070849,0.0,0.0
16,Egr3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Cabyr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-146.82774228013508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-731.3808008127315,0.0,0.0,0.0,-972.1377963443707,-360.6933025961087,0.0
18,Lrp2bp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.70784851625348,0.0,0.0,0.0,0.0,-15.249373852028796,0.0
19,Dmrtc2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.22401075114436,-29.398914755207855,0.0,0.0,0.0,0.0,-52.232333622370106,1.5594844428593007,-44.96474445603374,-0.3671376748954895,0.0,0.0,-17.542335628519698,-5.610479582286956,0.0
20,Arrdc5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-592.2716734673171,0.0,0.0,0.0,0.0,0.0,18.667160003220676,0.0,-7.41694377027226,2.2524608402563686,0.0,0.0,-687.3513802258661,-331.97974861746553,-482.7844529309884
21,Clgn,0.0,0.0,0.0,0.0,0.0,0.0,2.2445039294752185,0.0,0.0,-28.455488936813513,0.0,-289.24919753992873,0.0,-198.98587197521303,0.0,0.0,5.386594567025441,-125.22820022363146,-0.34622829991798215,0.0,1.629915762306195,-240.42516110836337,86.81586590945477,-75.65883047988557
22,Dpysl5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09256789704065996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00011613330503011866,0.0,0.0,-38.974468266399214,-5.103425283209164,0.0
23,Trem1,0.0,0.0,0.0,0.0,0.0,0.0,-0.5360597295017062,0.0,0.0,1.0837130594743054,0.0,-32.18381746725097,0.0,1.1300503645726458,0.0,-40.82473287468522,-3.6069016695003757,-34.470132181179764,0.14151467343324006,0.019015539506155914,0.0,-27.460829683345096,-6.155234484101383,-200.91790072536878
24,Mapk10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Spata21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107.06230944194219,0.0,0.0,0.0,-400.15254848555355,0.0,-107.95647529124697,0.0,0.0,-6.254328986035705,0.0,0.0,-806.8520105984419,-10.414856339065313,0.0
26,Lypd4,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021630784700331033,0.0,0.0,0.0,-21.588841420026913,0.0,-78.24561873132782,0.0,0.0,-132.6098910602749,-133.3100900789853,-236.3334436504999,-0.0384959210144673,0.0,-14.739887062700367,-928.2973105798013,-55.479205826099275,-316.99216782964015
27,Ccdc113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-132.72697656020105,0.0
28,Arc,0.0,0.0,0.0,0.0,0.0,0.0,2.6123017977352125,0.0,0.0,1.1335862186123464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22750501048211855,0.0,0.0,-43.56001578643048,-3.263420022615531,-92.70480144385961
29,Stk31,0.0,0.0,0.0,0.0,0.0,0.0,-0.6997249342708619,0.0,0.0,0.0,0.0,0.0,0.0,-19.83851664058073,0.0,14.151171464674357,0.0,0.0,-0.022752177892744724,0.0,-2.165744651716598,0.0,0.0,0.0
30,St8sia3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.067073239208009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07496858556577127,0.0,0.0,0.0,-7.955474498189075,0.0
31,Syce3,0.0,0.0,0.0,0.0,0.0,0.0,-0.019924346562148854,0.0,0.0,-291.860533438304,-566.5299081822762,-2086.465613985506,0.0,4528.364925445045,-1082.3272037936085,-2186.4684939129,322.660109132245,-1648.967012436777,4.118376162601433,-41.63544926836121,65.69336827535655,-3082.497339453077,-439.83613043704764,-1690.9801040255172
32,1500009C09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Meox1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15033614617547733,0.0,0.0,0.0,0.0,0.0
34,Tssk1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.6456738764505,0.0,-388.58267671605364,0.0,0.0,0.0,0.0,-60.6131758890727,-84.18677982130815,2.1504488969401168,0.0,0.0,-344.81728534507647,-144.9174222222472,-591.456209366446
35,Syce1,0.0,0.0,0.0,0.0,-229.98446613253424,0.0,22.313295225535054,0.0,0.0,-120.90202799331513,-87.61403236283631,0.0,0.0,-24.62705136532147,0.0,-105.29588094737876,0.0,-154.44933903098584,7.7915948355990645,-80.52541162006708,49.0100955823007,-745.5814768053622,-151.15239385320388,-1427.5468468837134
36,Ube2u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-300.2188393229844,0.0,0.0
37,Ggn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4407668378096244,0.0,0.0,0.0,-43.678617484469875,-116.96840057999376
38,Cct8l1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7311519367707575,0.0,0.0,0.0,0.0,0.0
39,1110032A03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Cpa5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.22992110724982,0.0,0.0,0.0,0.0,-0.12934871795552255,0.0,0.0,0.0,0.0,0.0
41,Tmem89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1085.38407152397,0.0,0.0
42,Tekt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.148755510295618,0.0,0.0,0.0,0.0,0.0
43,Snai3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Nkapl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64.49121471559937,0.0
45,Sh2d5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03040953617676593,0.0,0.0,0.0,1.0738039915102873,0.0
46,Spdya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26848459207421166,0.0,0.0,-64.51191143722332,0.0,0.0
47,Stat4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Spsb1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Ccdc63,0.0,0.0,0.0,0.0,0.0,0.0,-4.7942787194627785,0.0,0.0,7.152782717350319,-3.9259161812526653,0.0,0.0,-120.75080850891707,0.0,-15.496522339289053,0.0,0.0,0.1508529427355064,0.0,-3.2285847257353497,-231.6337523641633,76.82749331791749,-321.40863272656935
50,Aknad1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.011781805213225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07943594181315075,0.0,0.0,152.93779513989725,-12.581730955753716,0.0
51,Shcbp1l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5158392042606063,0.0,0.0,0.0,0.0,0.0
52,Ldhal6b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-219.39886599277887,0.0,0.0,0.0,-75.95688188656956,0.9027858975500368,0.0,0.0,-296.4949471977564,0.0,-38.00311655101413
53,Rad21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Zfp428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7353905692622688,0.0,0.0,0.0,112.28234105408494,0.0
55,Morn3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-306.39398644461676,-92.15492272085362,-546.2295666320866
56,Mas1,0.0,0.0,0.0,0.0,0.0,0.0,7.479552167066807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42343929129216906,0.0,0.0,0.0,0.0,0.0
57,Izumo2,-17.425547381048883,-627.8379862627444,0.0,0.0,0.0,0.0,6.029907060549913,0.0,0.0,-759.6931672309263,0.0,0.0,0.0,0.0,0.0,-443.35520950693126,-32.11125939495734,-70.10692416986119,-0.0007223655293937465,0.0,14.681880487313917,-2105.7299415125763,-401.4941481033746,-1174.1664462430665
58,Spata19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.030790992181706,0.0,0.0,-1748.5013257149237,-739.7685829037881,0.0
59,Smim6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9290018946577173,0.0,0.0,0.0,135.74665531133496,0.0
60,Glrp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Znrf4,-41.064159703758826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3093.836354633123,0.0,627.7966843404249,0.0,-49.17789913740091,2.888070658520092,0.0,-473.81418334657354,0.0,-897.851831213071,-3622.538206656305
62,Necab3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.184289888930662,0.0
63,Tekt2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111.97368888915993,0.0,0.0,0.0,-277.2845724904002,0.0,0.0,0.0,-177.66628707057666,1.1015214492263403,0.0,0.0,-910.9018487367671,-213.7399696005555,0.0
64,Dnajc18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.547289801172123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.62965138706805,0.0
65,Slc36a3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.63260017839114,0.0,0.0,0.0,0.0,61.46716796303581,-24.971198652730507,14.232481537329424,0.6661508482759214,0.0,0.0,0.0,12.784639183448459,-50.04264912602448
66,Pou5f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Cd3d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Gm1673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2997984149101236,0.0,0.0,-1264.7973396275759,-163.64064292083395,0.0
69,Fkbpl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4332135527683806,0.0,0.0,0.0,0.0,0.0
70,Fam178b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.110296300951839,0.0,0.0,0.0
71,Odf4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.38666784473385,0.0,-236.45869694044632,0.0
72,Qrich2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.78476805674734,0.0,45.57672398465342
73,4930562C15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Akap3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4824017931506358,0.0,0.0,-833.9996235393409,0.0,0.0
75,Cmklr1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.586236882749611,0.0
76,Mpi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-165.53346825698443,0.0,0.0
77,Mbd3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.80520588133128,0.0,0.0
78,Cib4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-601.8172696507095,0.0,0.0,0.3963031919990667,0.0,0.0,-562.7802026166701,-120.16821216080912,-466.5419815530758
79,Fam181a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3584464537144417,0.0,0.0,0.0,-1.3933455658756937,0.0,0.0,0.0,-2.5829045183160706,-9.665878263415076e-05,0.0,0.0,-89.6929174813115,138.56763998192292,-84.19014455038231
80,Dusp18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.005119083484495,0.0,0.0
81,Nanog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Ttll13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19925014929217935,0.0,0.0,0.0,0.0,0.0
83,Dnajc5g,0.0,0.0,0.0,0.0,0.0,0.0,0.279951340524125,0.0,0.0,12.890299091357113,0.0,0.0,0.0,0.0,0.0,-3.7731754503598034,0.0,0.0,-0.4685402885044995,0.0,0.0,0.0,-23.372494119109103,-564.2629069851147
84,4933405L10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Tnfrsf13c,0.0,0.0,0.0,0.0,0.0,0.0,-1.5824661689311639,0.0,0.0,-5.867230749354241,0.0,-13.218713109396118,0.0,-49.986629739383105,0.0,26.975691195325044,-7.110828094565693,-0.7056374407573647,-0.05196956398734512,0.0,-6.46514439063854,-32.11508000015714,-3.411313611734483,-15.601062015263299
86,Tulp2,0.0,0.0,0.0,0.0,0.0,0.0,-23.906034814814365,0.0,0.0,-106.12970636109343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-105.762316078416,-0.21189198382496774,0.0,0.0,-224.19005520513355,-100.23281469368871,0.0
87,Dlx6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8929775081427196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0960474847593197,0.0,0.0,-12.179976496770132,-0.7120829622272875,-25.603839788263567
88,Tex36,0.0,0.0,0.0,-312.0311171924593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-446.490248316734,0.0,-225.0609005544176,0.0,0.0,0.0,0.0,-3.470951234747557,0.0,0.0,-1010.6722454125343,-201.42918809213614,0.0
89,Asb17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.587394390211944,251.3097672347407,0.0,0.0,0.0,0.0,385.234322262693,0.0,295.6147844573903,0.0,0.0,0.0,0.0,-256.5276381550184,0.0
90,Sohlh2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Trim52,0.0,0.0,0.0,0.0,0.0,0.0,-0.109857085534511,0.0,0.0,0.0,0.0,-36.66765949371741,0.0,-101.14065303108512,0.0,53.71316703395424,-16.37986794434179,27.931956298733287,-0.1529942675248228,0.0,0.0,-61.14414915161995,0.0,-15.01428067422583
92,Acrbp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09560472094810338,0.0,0.0,0.0,0.0,0.0
93,Epcam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8344647664065391,0.0,0.0,0.0,0.0,0.0
94,Rnf17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.899586865154172,0.0,0.0,0.0,0.0,0.10197123947530143,0.0,0.0,0.0,0.0,0.0
95,Rpl10l,0.0,0.0,-3.1846129363893083,0.0,0.0,0.0,15.378287162177887,0.0,0.0,-33.337995000086686,-5.800269798945969,0.0,-13.165980318446662,0.0,-6.545103948922832,81.81455402891278,-18.386767066596157,-8.493622421356871,12.591621715611991,-14.06999232878422,0.0,-640.0256439384825,-11.911601638655013,-172.78216793315187
96,Hspa1l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6770407737611853,0.0,0.0,-946.4246144507688,-9.629570234819342,-45.41705685418232
97,Rfx2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.42024322761856,0.0,0.0
98,Adam2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19970879280868906,0.0,0.0,0.0,0.0,0.0
99,Morn4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.41419611277483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Zbtb3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Actl7b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1528.59799556351,0.0,-803.7513258518654,0.0,0.0,0.0,0.0,0.014275298707717725,0.0,-29.557310304838108,-911.5095646674699,-622.3516164068556,-1044.6987622890147
102,Spesp1,0.0,0.0,0.0,0.0,0.0,0.0,-5.660110289611819,0.0,0.0,0.0,0.0,0.0,0.0,-127.27797758635019,0.0,6.3396657194830714,-5.148674357117896,-36.3959239339074,-0.04180865315180303,-15.765136461118024,-20.511033601142294,-226.37438053341128,-25.70602684656625,-48.30708068482876
103,P2rx2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,BC051142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.95927290457567,0.0,-7.612105928462182,-1.1897963983633468,0.0,0.0,0.0,-53.21388297379376,0.0
105,Ly6k,0.0,0.0,0.0,0.0,0.0,0.0,-14.789216589807051,0.0,0.0,-72.6575977448208,0.0,0.0,0.0,0.0,0.0,68.05508725827116,-0.7902237658205336,0.0,0.85825551799979,0.0,0.0,-327.3702927365854,-33.61498171128331,0.0
106,Ccl27a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-889.9503411627481,0.0,0.0
107,Plcg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Slc30a3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.216364969194916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Trim36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5758657699599732,0.0,0.0,-248.6730384311071,-95.11379474187517,0.0
110,4933411K16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Wnt3a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.061372742568665595,0.0,0.0,-0.020028268856594495,0.4976251024232057,0.0
112,Tssk3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.890151472255398,0.0,0.0,-48.43012256033076,0.0,0.0
113,Sec1,0.0,0.0,0.0,0.0,0.0,0.0,-2.5218445699619254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01397165214063882,0.0,0.0,-15.424471649165943,57.342672750783855,-15.844621759853107
